Vehicle_ID,Region_Code,Odometer_Reading,Purchase_Date,Vehicle_Age_Years,Daily_Commute,Service_Type
VH-1399,Central,139355,2013-10-26,11,24.091685378587062,Tire_Rotation
VH-1400,East,29717,2022-06-07,3,16.345865974902836,Oil_Change
VH-1401,East,179134,2010-05-15,15,25.684999111816538,Major_Service
VH-1402,Central,93228,2017-05-03,8,31.93465413212075,Major_Service
VH-1403,West,116590,2015-04-17,10,33.086712611267586,Major_Service
VH-1404,East,175991,2010-08-29,14,,Major_Service
VH-1405,East,144868,2013-03-03,12,,Major_Service
VH-1406,Central,24913,2023-03-04,2,27.55638979193632,Oil_Change
VH-1407,Central,157818,2012-04-17,13,36.29236540947399,Oil_Change
VH-1408,South,157831,2011-07-05,14,28.375363990635954,Major_Service
VH-1409,South,74703,2018-06-21,7,12.091908326391877,Tire_Rotation
VH-1410,West,122686,2014-09-12,10,43.30096334611784,Major_Service
VH-1411,South,162177,2011-10-13,13,,Major_Service
VH-1412,South,89600,2017-09-20,7,36.624075184155835,Major_Service
VH-1413,South,152681,2012-10-18,12,38.42223911124745,Tire_Rotation
VH-1414,East,124188,2015-07-20,9,41.592848314577395,Major_Service
VH-1415,South,114231,2014-10-07,10,31.340195663608114,Major_Service
VH-1416,North,33375,2022-08-28,2,27.996906061444207,Oil_Change
VH-1417,West,157831,2011-03-18,14,30.503359805401015,Major_Service
VH-1418,West,24527,2022-09-15,2,7.6896294702161505,Oil_Change
VH-1419,South,165137,2011-03-14,14,40.83251900519893,Major_Service
VH-1420,North,95763,2017-04-29,8,37.07511863446517,Major_Service
VH-1421,Central,96730,2017-01-07,8,,Major_Service
VH-1422,East,179046,2010-08-10,14,27.763217546626883,Major_Service
VH-1423,South,59933,2019-10-05,5,,Tire_Rotation
VH-1424,North,79901,2019-01-27,6,35.13071391718401,Tire_Rotation
VH-1425,West,96207,2017-02-20,8,20.939051365884893,Major_Service
VH-1426,North,72366,2019-10-17,5,,Tire_Rotation
VH-1427,East,149596,2013-03-25,12,48.51793112269014,Major_Service
VH-1428,South,73045,2018-06-05,7,38.981294710421906,Tire_Rotation
VH-1429,North,86224,2018-02-26,7,11.915929895093264,Tire_Rotation
VH-1430,South,107062,2016-03-28,9,25.470689082175266,Major_Service
VH-1431,East,87462,2016-11-21,8,,Major_Service
VH-1432,Central,148441,2012-07-23,12,29.42390155581391,Major_Service
VH-1433,West,43317,2021-09-17,3,30.82328965939977,Oil_Change
VH-1434,East,109140,2016-02-07,9,17.507193740065247,Major_Service
VH-1435,Central,171866,2011-01-08,14,26.39322147980745,Major_Service
VH-1436,West,69835,2018-10-05,6,26.38068500486422,Tire_Rotation
VH-1437,South,143105,2013-05-26,12,15.38211064789101,Major_Service
VH-1438,South,35872,2022-04-20,3,26.19248896430581,Oil_Change
VH-1439,North,99456,2017-07-02,8,37.29109079617535,Major_Service
VH-1440,South,76669,2018-10-03,6,38.20208355574299,Tire_Rotation
VH-1441,East,51245,2020-07-08,4,34.78271760647286,Tire_Rotation
VH-1442,East,118341,2015-01-25,10,24.450345045210994,Major_Service
VH-1443,Central,170015,2010-12-14,14,28.757794565615466,Major_Service
VH-1444,North,135578,2014-04-11,11,33.14052640656261,Major_Service
VH-1445,North,119063,2015-03-26,10,,Major_Service
VH-1446,South,176075,2010-11-17,14,11.328601502531427,Major_Service
VH-1447,West,63105,2018-12-22,6,18.15542113593691,Tire_Rotation
VH-1448,Central,72753,2018-12-14,6,10.150686121618577,Tire_Rotation
VH-1449,West,10759,2023-08-31,1,36.85714160754549,Oil_Change
VH-1450,South,55747,2020-08-01,4,15.299870383873465,Major_Service
VH-1451,North,126599,2014-10-02,10,45.50225946907932,Oil_Change
VH-1452,West,86560,2018-09-10,6,31.774324266123887,Tire_Rotation
VH-1453,Central,134173,2013-12-14,11,28.99808987553199,Major_Service
VH-1454,East,179936,2010-09-23,14,35.300083630315406,Major_Service
VH-1455,Central,82816,2017-09-18,7,38.471321571898486,Major_Service
VH-1456,West,94509,2016-11-16,8,35.97484910302609,Major_Service
VH-1457,Central,97080,2016-05-21,9,28.86197984331985,Major_Service
VH-1458,North,179047,2011-02-10,14,18.030628259580038,Oil_Change
VH-1459,West,28609,2022-09-20,2,41.701240947874986,Oil_Change
VH-1460,South,90100,2017-05-27,8,40.82647410711246,Major_Service
VH-1461,South,121519,2015-01-30,10,23.87157116773345,Major_Service
VH-1462,South,160171,2011-05-03,14,32.04091272677284,Major_Service
VH-1463,West,35781,2021-04-11,4,17.175854073316593,Oil_Change
VH-1464,North,108167,2016-01-29,9,,Major_Service
VH-1465,West,28266,2022-07-18,2,17.82060396858282,Oil_Change
VH-1466,West,76291,2019-03-04,6,39.02601803464637,Tire_Rotation
VH-1467,Central,65219,2019-10-05,5,31.908060530859743,Tire_Rotation
VH-1468,South,75571,2018-06-27,7,18.39221895477517,Tire_Rotation
VH-1469,Central,75017,2019-08-23,5,36.1906081874375,Tire_Rotation
VH-1470,West,136645,2013-07-22,11,34.4698605846089,Major_Service
VH-1471,East,109058,2016-04-27,9,43.14172245050322,Major_Service
VH-1472,South,177110,2010-12-16,14,37.43931839314228,Major_Service
VH-1473,East,109568,2015-07-15,9,30.818433073426476,Major_Service
VH-1474,East,166044,2011-05-22,14,29.19096927985177,Major_Service
VH-1475,North,34225,2022-03-10,3,,Oil_Change
VH-1476,South,181780,2010-07-26,14,28.401327985417804,Major_Service
VH-1477,North,71433,2019-10-10,5,,Tire_Rotation
VH-1478,East,80249,2018-06-29,7,50.48196353052384,Tire_Rotation
VH-1479,Central,13067,2023-08-17,1,57.777807421535194,Oil_Change
VH-1480,East,109009,2015-12-19,9,11.368281689500211,Major_Service
VH-1481,West,41852,2021-03-22,4,31.22370368165091,Tire_Rotation
VH-1482,Central,123794,2013-12-06,11,28.60702619339935,Major_Service
VH-1483,South,17699,2023-05-03,2,22.810232945519132,Oil_Change
VH-1484,East,95728,2016-10-18,8,22.035885034480845,Major_Service
VH-1485,Central,23170,2023-02-27,2,32.831782343007795,Oil_Change
VH-1486,South,149233,2012-07-08,12,,Major_Service
VH-1487,East,27123,2022-11-15,2,,Oil_Change
VH-1488,North,18761,2023-07-15,1,48.756286904126725,Oil_Change
VH-1489,Central,159474,2012-06-09,13,19.505216277479065,Major_Service
VH-1490,West,110399,2015-05-14,10,,Major_Service
VH-1491,Central,102283,2016-10-22,8,23.995273201084874,Major_Service
VH-1492,North,45896,2021-09-04,3,20.72054727632479,Oil_Change
VH-1493,West,51942,2020-01-29,5,12.639709017220206,Tire_Rotation
VH-1494,East,150743,2011-10-03,13,25.817962978891224,Oil_Change
VH-1495,Central,41123,2022-06-08,3,37.22664665447358,Oil_Change
VH-1496,East,77734,2018-08-01,6,22.840614476197565,Tire_Rotation
VH-1497,Central,153884,2012-01-18,13,22.130949006519234,Major_Service
VH-1498,West,147338,2012-07-25,12,31.984819696139645,Major_Service
VH-1499,North,150813,2012-09-17,12,26.38893440031053,Major_Service
VH-1500,West,168858,2011-03-19,14,29.25218636888195,Major_Service
VH-1501,North,116499,2015-02-21,10,34.37588321165968,Major_Service
VH-1502,South,40128,2021-06-13,4,30.833854526324274,Oil_Change
VH-1503,North,153499,2012-03-18,13,40.49188141627063,Major_Service
VH-1504,North,137683,2013-07-03,12,33.56024623925006,Oil_Change
VH-1505,South,19499,2022-12-14,2,27.73091034854273,Oil_Change
VH-1506,East,111794,2016-03-27,9,43.58844626403892,Major_Service
VH-1507,Central,94191,2017-06-11,8,24.607807409906464,Major_Service
VH-1508,East,106278,2015-10-26,9,21.758177589369495,Major_Service
VH-1509,East,168881,2010-09-16,14,33.687298631854496,Major_Service
VH-1510,East,37308,2021-08-06,3,19.7183049169354,Oil_Change
VH-1511,South,109077,2015-06-05,10,,Major_Service
VH-1512,South,30278,2021-08-13,3,14.896103899892719,Oil_Change
VH-1513,South,152018,2011-12-08,13,26.57074275783538,Major_Service
VH-1514,Central,183358,2010-05-30,15,37.81918502189076,Major_Service
VH-1515,North,168516,2011-01-22,14,14.02983702688947,Major_Service
VH-1516,Central,149234,2012-05-11,13,36.378246271973794,Major_Service
VH-1517,North,24011,2023-07-15,1,6.668947746607074,Oil_Change
VH-1518,Central,124824,2015-03-06,10,28.240990892158568,Major_Service
VH-1519,Central,166828,2011-06-29,14,24.2665946387689,Major_Service
VH-1520,West,152417,2012-04-14,13,17.911534267444413,Major_Service
VH-1521,Central,71920,2019-01-19,6,45.484580552861615,Tire_Rotation
VH-1522,East,181707,2010-06-02,15,38.30297996523967,Major_Service
VH-1523,South,36169,2021-08-27,3,27.566705755763408,Oil_Change
VH-1524,South,58239,2019-11-28,5,33.45017340777809,Tire_Rotation
VH-1525,East,120714,2015-05-12,10,18.160757554057113,Major_Service
VH-1526,North,101994,2016-04-14,9,39.30825496035685,Major_Service
VH-1527,West,52965,2021-01-19,4,17.872679826559942,Oil_Change
VH-1528,West,87549,2017-09-05,7,42.39762801467384,Major_Service
VH-1529,South,107819,2016-07-15,8,26.32345082555864,Major_Service
VH-1530,North,172910,2011-01-20,14,33.70332230253608,Major_Service
VH-1531,West,114180,2015-02-04,10,46.914706255742374,Major_Service
VH-1532,Central,144081,2012-10-31,12,28.81032128352014,Major_Service
VH-1533,East,171197,2010-02-01,15,25.0210135172668,Major_Service
VH-1534,South,110173,2015-07-13,9,12.193128477793923,Major_Service
VH-1535,West,132301,2014-03-02,11,22.840546999692148,Tire_Rotation
VH-1536,North,154320,2012-07-15,12,27.00131696394863,Major_Service
VH-1537,North,109805,2016-04-30,9,30.54735230155974,Major_Service
VH-1538,South,155909,2011-12-10,13,27.994490188457174,Major_Service
VH-1539,East,160998,2011-03-30,14,25.022510080959353,Major_Service
VH-1540,North,30551,2022-10-20,2,38.14209388362292,Oil_Change
VH-1541,East,108589,2015-11-27,9,29.109218796541427,Major_Service
VH-1542,West,85504,2017-04-24,8,25.028410026555658,Major_Service
VH-1543,West,58911,2019-11-16,5,,Tire_Rotation
VH-1544,North,96775,2017-06-10,8,27.968226603851093,Major_Service
VH-1545,Central,23576,2022-12-27,2,37.77249028414865,Oil_Change
VH-1546,Central,35832,2021-08-20,3,36.823651697089346,Oil_Change
VH-1547,East,45649,2020-04-04,5,24.22926464405636,Tire_Rotation
VH-1548,East,115629,2014-07-15,10,42.3394396034371,Major_Service
VH-1549,North,114859,2015-09-30,9,,Major_Service
VH-1550,Central,71829,2019-01-09,6,21.476288102897485,Tire_Rotation
VH-1551,North,99442,2016-11-22,8,37.732280061843305,Major_Service
VH-1552,South,45931,2020-12-03,4,33.85861570818974,Tire_Rotation
VH-1553,West,139525,2013-01-10,12,26.716250069870203,Major_Service
VH-1554,North,83683,2018-02-15,7,37.65079986004107,Tire_Rotation
VH-1555,South,25207,2022-08-18,2,28.92090726939257,Oil_Change
VH-1556,South,28725,2022-10-19,2,37.71236784371381,Oil_Change
VH-1557,West,86217,2018-05-29,7,28.365116294270837,Oil_Change
VH-1558,East,112529,2016-06-08,9,,Major_Service
VH-1559,Central,55285,2020-10-02,4,46.094123683148595,Tire_Rotation
VH-1560,West,51740,2021-06-21,4,28.977584804534043,Tire_Rotation
VH-1561,East,78764,2018-01-03,7,,Tire_Rotation
VH-1562,North,45690,2021-01-08,4,11.695736701131686,Tire_Rotation
VH-1563,South,165280,2010-11-30,14,11.866505881937513,Major_Service
VH-1564,East,146296,2012-12-17,12,,Major_Service
VH-1565,East,62949,2019-09-12,5,44.6477306917124,Tire_Rotation
VH-1566,Central,122071,2014-09-12,10,36.43524678260817,Major_Service
VH-1567,West,131986,2013-08-13,11,32.39832564590108,Major_Service
VH-1568,Central,77454,2018-11-23,6,33.60476135079233,Tire_Rotation
VH-1569,North,120356,2015-06-03,10,31.72061170012631,Major_Service
VH-1570,West,123671,2014-09-30,10,31.866720037968747,Tire_Rotation
VH-1571,Central,95930,2017-07-11,7,34.08117932905655,Major_Service
VH-1572,West,159763,2011-11-25,13,32.22446544542643,Major_Service
VH-1573,Central,140586,2013-10-17,11,6.597928818169422,Major_Service
VH-1574,East,74267,2018-07-24,6,30.633444630412484,Tire_Rotation
VH-1575,South,163119,2011-06-25,14,15.245439633165025,Major_Service
VH-1576,East,117633,2015-11-11,9,31.937070743761954,Major_Service
VH-1577,Central,45422,2020-12-30,4,44.17556393574239,Tire_Rotation
VH-1578,South,170572,2011-03-15,14,15.248754408747295,Tire_Rotation
VH-1579,West,77711,2017-08-14,7,21.32618494357633,Tire_Rotation
VH-1580,South,51962,2021-01-15,4,38.421074932632635,Tire_Rotation
VH-1581,East,62486,2019-12-12,5,38.41191198039889,Tire_Rotation
VH-1582,South,30656,2022-05-16,3,42.13218748234423,Oil_Change
VH-1583,South,155618,2012-05-28,13,20.922988060684336,Major_Service
VH-1584,East,88008,2017-08-26,7,30.87923694670735,Major_Service
VH-1585,South,145410,2013-04-03,12,20.543350607364452,Tire_Rotation
VH-1586,East,151893,2012-04-29,13,,Major_Service
VH-1587,North,131746,2013-10-30,11,39.419721691630116,Major_Service
VH-1588,West,56600,2020-08-13,4,24.33158944870917,Tire_Rotation
VH-1589,East,129935,2014-03-05,11,32.12986552563271,Major_Service
VH-1590,Central,176682,2010-04-13,15,19.290910702680257,Major_Service
VH-1591,West,160509,2011-04-26,14,47.8272480149336,Major_Service
VH-1592,South,99872,2016-07-04,9,35.44254999021716,Major_Service
VH-1593,West,75965,2018-06-19,7,10.430538210262142,Tire_Rotation
VH-1594,North,148581,2013-06-29,12,21.588887291090078,Major_Service
VH-1595,West,39874,2021-09-20,3,21.33321329224878,Oil_Change
VH-1596,South,82524,2017-12-14,7,,Tire_Rotation
VH-1597,South,55395,2020-03-11,5,34.630333851975365,Major_Service
VH-1598,South,125162,2015-04-17,10,26.508798191211394,Major_Service
VH-1599,North,177928,2010-09-13,14,23.567401962679803,Major_Service
VH-1600,East,75543,2018-11-19,6,24.00763185842333,Tire_Rotation
VH-1601,West,39993,2021-08-27,3,,Oil_Change
VH-1602,West,113272,2016-02-09,9,36.92139819348644,Major_Service
VH-1603,South,35356,2022-04-05,3,27.10630666260115,Oil_Change
VH-1604,Central,163140,2011-10-15,13,39.12210451078828,Major_Service
VH-1605,East,54249,2020-07-26,4,24.537298363469283,Tire_Rotation
VH-1606,North,39122,2021-11-07,3,16.09259715360764,Oil_Change
VH-1607,West,65195,2020-01-08,5,10.404076056415576,Tire_Rotation
VH-1608,West,33127,2022-09-28,2,21.022625549881827,Oil_Change
VH-1609,East,66939,2019-02-27,6,25.54348361504384,Tire_Rotation
VH-1610,West,79594,2018-08-30,6,24.98882104763794,Tire_Rotation
VH-1611,East,42808,2021-10-22,3,41.10898806330239,Oil_Change
VH-1612,Central,24157,2023-05-27,2,20.17087555103121,Oil_Change
VH-1613,East,174002,2011-01-21,14,24.379619374311723,Major_Service
VH-1614,East,107336,2016-12-18,8,25.742982007731733,Major_Service
VH-1615,North,7539,2023-06-12,2,40.40642251751616,Oil_Change
VH-1616,East,160672,2011-07-13,13,19.00934231485776,Major_Service
VH-1617,South,163593,2010-12-15,14,46.84292579882262,Major_Service
VH-1618,West,32719,2022-03-14,3,,Oil_Change
VH-1619,Central,27801,2022-10-07,2,34.827800525098205,Tire_Rotation
VH-1620,South,157019,2011-06-08,14,32.549685761903476,Major_Service
VH-1621,South,46714,2020-10-19,4,29.79707200728117,Tire_Rotation
VH-1622,West,126829,2014-06-25,11,62.71190537331522,Major_Service
VH-1623,South,51874,2021-03-19,4,59.09349245857596,Tire_Rotation
VH-1624,Central,72249,2018-11-14,6,40.011916589659286,Tire_Rotation
VH-1625,West,146857,2012-11-16,12,,Major_Service
VH-1626,Central,76167,2017-10-22,7,,Tire_Rotation
VH-1627,South,134202,2013-02-09,12,38.83977598717099,Major_Service
VH-1628,West,66809,2019-02-03,6,,Tire_Rotation
VH-1629,East,68832,2019-05-31,6,,Tire_Rotation
VH-1630,North,25580,2023-04-06,2,27.893567179404407,Oil_Change
VH-1631,East,147024,2013-03-08,12,23.47934478291028,Major_Service
VH-1632,East,58541,2020-04-29,5,36.631182731468336,Tire_Rotation
VH-1633,West,152755,2011-08-19,13,31.51568997692059,Major_Service
VH-1634,South,116644,2015-02-26,10,22.194294493018273,Major_Service
VH-1635,Central,107510,2017-01-29,8,38.945018124871616,Major_Service
VH-1636,Central,27523,2023-03-07,2,48.67618221752193,Oil_Change
VH-1637,Central,112846,2015-11-25,9,24.50568360247509,Major_Service
VH-1638,North,42114,2022-02-09,3,20.265785392778504,Oil_Change
VH-1639,Central,128194,2013-10-27,11,33.59752069758958,Major_Service
VH-1640,East,34618,2022-05-30,3,23.085786650454413,Oil_Change
VH-1641,East,131970,2013-10-31,11,22.73916378227729,Major_Service
VH-1642,South,120467,2015-03-02,10,29.810385863963855,Major_Service
VH-1643,South,32116,2022-02-25,3,29.075115020964848,Oil_Change
VH-1644,South,149152,2013-01-10,12,29.062181551447,Major_Service
VH-1645,East,63169,2019-09-07,5,26.66147409321664,Tire_Rotation
VH-1646,North,105954,2016-10-28,8,35.54089443219827,Major_Service
VH-1647,West,179522,2010-07-23,14,33.204977611662045,Major_Service
VH-1648,North,120686,2014-04-22,11,25.95211821005851,Major_Service
VH-1649,North,85494,2017-12-15,7,,Tire_Rotation
VH-1650,Central,86759,2016-10-13,8,36.862738590591405,Major_Service
VH-1651,North,73537,2019-05-12,6,19.869436967758887,Tire_Rotation
VH-1652,West,86682,2017-02-28,8,61.34690662801357,Major_Service
VH-1653,North,113098,2015-07-29,9,,Major_Service
VH-1654,South,90559,2017-07-08,7,39.923067001215045,Major_Service
VH-1655,North,78582,2018-02-25,7,43.74716214476637,Tire_Rotation
VH-1656,West,164789,2010-08-04,14,28.800937844049216,Major_Service
VH-1657,Central,148947,2012-08-12,12,44.79612149725106,Major_Service
VH-1658,East,88540,2017-07-28,7,28.8482427619937,Major_Service
VH-1659,Central,114195,2015-05-11,10,5.723415696188631,Major_Service
VH-1660,North,98930,2016-07-20,8,,Major_Service
VH-1661,South,58819,2020-01-15,5,37.67219461500755,Tire_Rotation
VH-1662,Central,106886,2015-12-20,9,32.46001604384495,Major_Service
VH-1663,South,145300,2012-10-15,12,,Major_Service
VH-1664,Central,136351,2013-10-29,11,22.2681652798304,Major_Service
VH-1665,Central,134887,2014-03-08,11,36.82279651682838,Major_Service
VH-1666,West,98045,2016-07-05,8,22.465613048247707,Major_Service
VH-1667,South,88513,2018-02-22,7,40.812575660949236,Tire_Rotation
VH-1668,West,41365,2021-05-27,4,28.23519977138143,Oil_Change
VH-1669,North,21255,2023-02-08,2,43.797274661478795,Oil_Change
VH-1670,West,144852,2013-04-12,12,34.865042443979384,Major_Service
VH-1671,West,149515,2012-03-04,13,19.45033713159077,Major_Service
VH-1672,Central,184597,2010-01-08,15,46.69541156963526,Major_Service
VH-1673,West,130824,2012-12-21,12,,Major_Service
VH-1674,West,150767,2012-09-17,12,27.56846738048545,Major_Service
VH-1675,South,62406,2019-05-31,6,36.78383617917963,Tire_Rotation
VH-1676,North,108092,2015-06-13,10,39.03749781032977,Major_Service
VH-1677,North,66292,2019-04-20,6,46.55846513931439,Major_Service
VH-1678,East,175787,2010-04-12,15,39.73417509500651,Major_Service
VH-1679,West,150009,2012-04-27,13,20.200416188747226,Major_Service
VH-1680,West,126540,2014-03-20,11,30.60674405881569,Major_Service
VH-1681,West,143325,2012-06-05,13,,Major_Service
VH-1682,South,170550,2010-10-15,14,6.648913327692544,Major_Service
VH-1683,West,48589,2020-05-03,5,18.581712206099194,Tire_Rotation
VH-1684,South,126614,2013-12-29,11,31.887586843770038,Major_Service
VH-1685,South,52008,2020-08-03,4,33.93664362802141,Tire_Rotation
VH-1686,South,148815,2012-04-23,13,39.638343003223355,Major_Service
VH-1687,West,95650,2016-09-29,8,21.820889725944127,Major_Service
VH-1688,North,173569,2010-09-28,14,19.84261945025184,Major_Service
VH-1689,North,133630,2014-04-04,11,45.140216598550964,Major_Service
VH-1690,South,158561,2012-03-13,13,21.48887459295969,Major_Service
VH-1691,South,59261,2019-11-08,5,35.82170029739423,Tire_Rotation
VH-1692,Central,62466,2019-09-19,5,43.785803755867846,Tire_Rotation
VH-1693,North,181171,2010-07-01,15,41.32103691972865,Major_Service
VH-1694,South,152764,2012-12-14,12,21.678164629801245,Major_Service
VH-1695,Central,59991,2019-10-01,5,35.802799519970975,Tire_Rotation
VH-1696,West,33884,2022-12-07,2,20.958080047051844,Oil_Change
VH-1697,East,162111,2011-05-30,14,34.98915204356743,Major_Service
VH-1698,West,173034,2010-07-21,14,8.08096091726609,Major_Service
VH-1699,West,161773,2011-04-20,14,,Major_Service
VH-1700,Central,45513,2021-01-21,4,19.94631226826387,Tire_Rotation
VH-1701,North,41692,2021-06-05,4,8.577192242877206,Oil_Change
